relation_id,relation_type,subject_term_id,subject_term,object_term_id,object_term,event_date,source_url,source_type,status,last_updated,notes
R1133,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-plugins-quickstart,GH Repo: openai/plugins-quickstart,,https://github.com/openai/plugins-quickstart,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1134,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-chatgpt-retrieval-plugin,GH Repo: openai/chatgpt-retrieval-plugin,,https://github.com/openai/chatgpt-retrieval-plugin,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1135,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-consistency-models,GH Repo: openai/consistency_models,,https://github.com/openai/consistency_models,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1136,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-evals,GH Repo: openai/evals,,https://github.com/openai/evals,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1137,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-gpt-discord-bot,GH Repo: openai/gpt-discord-bot,,https://github.com/openai/gpt-discord-bot,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1138,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-point-e,GH Repo: openai/point-e,,https://github.com/openai/point-e,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1139,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-tiktoken,GH Repo: openai/tiktoken,,https://github.com/openai/tiktoken,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1140,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-dallify-discord-bot,GH Repo: openai/dallify-discord-bot,,https://github.com/openai/dallify-discord-bot,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1141,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-whisper,GH Repo: openai/whisper,,https://github.com/openai/whisper,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1142,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-human-eval-infilling,GH Repo: openai/human-eval-infilling,,https://github.com/openai/human-eval-infilling,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1143,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-video-pre-training,GH Repo: openai/Video-Pre-Training,,https://github.com/openai/Video-Pre-Training,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1144,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-openai-cookbook,GH Repo: openai/openai-cookbook,,https://github.com/openai/openai-cookbook,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1145,open_source_repository,trm_openai,OpenAI,trm_gh-repo-openai-openai-quickstart-node,GH Repo: openai/openai-quickstart-node,,https://github.com/openai/openai-quickstart-node,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1146,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-upskill,GH Repo: huggingface/upskill,,https://github.com/huggingface/upskill,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1147,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-community-evals,GH Repo: huggingface/community-evals,,https://github.com/huggingface/community-evals,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1148,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-hf-agent,GH Repo: huggingface/hf_agent,,https://github.com/huggingface/hf_agent,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1149,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-swift-huggingface,GH Repo: huggingface/swift-huggingface,,https://github.com/huggingface/swift-huggingface,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1150,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-inference-providers-starter-app,GH Repo: huggingface/inference-providers-starter-app,,https://github.com/huggingface/inference-providers-starter-app,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1151,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-meta-agents-research-environments,GH Repo: huggingface/meta-agents-research-environments,,https://github.com/huggingface/meta-agents-research-environments,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1152,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-jupyter-agent,GH Repo: huggingface/jupyter-agent,,https://github.com/huggingface/jupyter-agent,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1153,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-huggingface-vscode-chat,GH Repo: huggingface/huggingface-vscode-chat,,https://github.com/huggingface/huggingface-vscode-chat,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1154,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-mcp-bench,GH Repo: huggingface/mcp-bench,,https://github.com/huggingface/mcp-bench,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1155,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-candle-wax,GH Repo: huggingface/candle_wax,,https://github.com/huggingface/candle_wax,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1156,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-egl-probe,GH Repo: huggingface/egl_probe,,https://github.com/huggingface/egl_probe,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1157,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-gpt-oss-recipes,GH Repo: huggingface/gpt-oss-recipes,,https://github.com/huggingface/gpt-oss-recipes,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1158,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-torchtitan,GH Repo: huggingface/torchtitan,,https://github.com/huggingface/torchtitan,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1159,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-gorilla,GH Repo: huggingface/gorilla,,https://github.com/huggingface/gorilla,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1160,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-tau2-bench,GH Repo: huggingface/tau2-bench,,https://github.com/huggingface/tau2-bench,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1161,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-new-model-addition-cwm,GH Repo: huggingface/new-model-addition-cwm,,https://github.com/huggingface/new-model-addition-cwm,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1162,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-screenenv,GH Repo: huggingface/screenenv,,https://github.com/huggingface/screenenv,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1163,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-lora-fast,GH Repo: huggingface/lora-fast,,https://github.com/huggingface/lora-fast,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1164,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-responses-js,GH Repo: huggingface/responses.js,,https://github.com/huggingface/responses.js,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1165,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-datasets-course,GH Repo: huggingface/datasets-course,,https://github.com/huggingface/datasets-course,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1166,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-arena-hard-auto,GH Repo: huggingface/arena-hard-auto,,https://github.com/huggingface/arena-hard-auto,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1167,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-huggingface-gemma-recipes,GH Repo: huggingface/huggingface-gemma-recipes,,https://github.com/huggingface/huggingface-gemma-recipes,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1168,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-vllm-dca,GH Repo: huggingface/vllm-dca,,https://github.com/huggingface/vllm-dca,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1169,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-hugex,GH Repo: huggingface/hugex,,https://github.com/huggingface/hugex,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1170,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-multi-if,GH Repo: huggingface/Multi-IF,,https://github.com/huggingface/Multi-IF,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1171,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-optimum-onnx,GH Repo: huggingface/optimum-onnx,,https://github.com/huggingface/optimum-onnx,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1172,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-trl-jobs,GH Repo: huggingface/trl-jobs,,https://github.com/huggingface/trl-jobs,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1173,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-prime,GH Repo: huggingface/prime,,https://github.com/huggingface/prime,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1174,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-mergekit,GH Repo: huggingface/mergekit,,https://github.com/huggingface/mergekit,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1175,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-nanovlm,GH Repo: huggingface/nanoVLM,,https://github.com/huggingface/nanoVLM,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1176,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-wikirace-llms,GH Repo: huggingface/wikirace-llms,,https://github.com/huggingface/wikirace-llms,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1177,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-dell-ai,GH Repo: huggingface/dell-ai,,https://github.com/huggingface/dell-ai,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1178,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-llm-course,GH Repo: huggingface/llm-course,,https://github.com/huggingface/llm-course,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1179,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-hfendpoints,GH Repo: huggingface/hfendpoints,,https://github.com/huggingface/hfendpoints,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1180,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-transformers-research-projects,GH Repo: huggingface/transformers-research-projects,,https://github.com/huggingface/transformers-research-projects,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1181,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-screensuite,GH Repo: huggingface/screensuite,,https://github.com/huggingface/screensuite,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1182,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-ai-deadlines,GH Repo: huggingface/ai-deadlines,,https://github.com/huggingface/ai-deadlines,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1183,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-qwen2-5-coder,GH Repo: huggingface/Qwen2.5-Coder,,https://github.com/huggingface/Qwen2.5-Coder,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1184,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-ultravox,GH Repo: huggingface/ultravox,,https://github.com/huggingface/ultravox,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1185,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-ai-hardware-leaderboard,GH Repo: huggingface/ai-hardware-leaderboard,,https://github.com/huggingface/ai-hardware-leaderboard,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1186,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-transformers-js-benchmarking,GH Repo: huggingface/transformers.js-benchmarking,,https://github.com/huggingface/transformers.js-benchmarking,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1187,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-lor-e,GH Repo: huggingface/lor-e,,https://github.com/huggingface/lor-e,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1188,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-yourbench,GH Repo: huggingface/yourbench,,https://github.com/huggingface/yourbench,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1189,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-agents-course,GH Repo: huggingface/agents-course,,https://github.com/huggingface/agents-course,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1190,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-aisheets,GH Repo: huggingface/aisheets,,https://github.com/huggingface/aisheets,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1191,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-ai-blueprint,GH Repo: huggingface/ai-blueprint,,https://github.com/huggingface/ai-blueprint,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1192,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-video-dataset-scripts,GH Repo: huggingface/video-dataset-scripts,,https://github.com/huggingface/video-dataset-scripts,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1193,open_source_repository,trm_hugging-face,Hugging Face,trm_gh-repo-huggingface-ember,GH Repo: huggingface/ember,,https://github.com/huggingface/ember,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1194,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-nix-eval-jobs,GH Repo: anthropics/nix-eval-jobs,,https://github.com/anthropics/nix-eval-jobs,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1195,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-tailscale-hint-extension,GH Repo: anthropics/tailscale-hint-extension,,https://github.com/anthropics/tailscale-hint-extension,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1196,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-claude-ai-mcp,GH Repo: anthropics/claude-ai-mcp,,https://github.com/anthropics/claude-ai-mcp,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1197,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-model-cards,GH Repo: anthropics/model-cards,,https://github.com/anthropics/model-cards,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1198,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-riv2025-long-horizon-coding-agent-demo,GH Repo: anthropics/riv2025-long-horizon-coding-agent-demo,,https://github.com/anthropics/riv2025-long-horizon-coding-agent-demo,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1199,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-political-neutrality-eval,GH Repo: anthropics/political-neutrality-eval,,https://github.com/anthropics/political-neutrality-eval,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1200,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-rclone,GH Repo: anthropics/rclone,,https://github.com/anthropics/rclone,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1201,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-claude-agent-sdk-typescript,GH Repo: anthropics/claude-agent-sdk-typescript,,https://github.com/anthropics/claude-agent-sdk-typescript,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1202,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-skills,GH Repo: anthropics/skills,,https://github.com/anthropics/skills,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1203,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-claude-agent-sdk-demos,GH Repo: anthropics/claude-agent-sdk-demos,,https://github.com/anthropics/claude-agent-sdk-demos,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1204,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-beam,GH Repo: anthropics/beam,,https://github.com/anthropics/beam,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1205,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-anthropic-sdk-csharp,GH Repo: anthropics/anthropic-sdk-csharp,,https://github.com/anthropics/anthropic-sdk-csharp,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1206,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-anthropic-sdk-php,GH Repo: anthropics/anthropic-sdk-php,,https://github.com/anthropics/anthropic-sdk-php,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1207,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-claude-code-security-review,GH Repo: anthropics/claude-code-security-review,,https://github.com/anthropics/claude-code-security-review,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1208,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-claude-agent-sdk-python,GH Repo: anthropics/claude-agent-sdk-python,,https://github.com/anthropics/claude-agent-sdk-python,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1209,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-attribution-graphs-frontend,GH Repo: anthropics/attribution-graphs-frontend,,https://github.com/anthropics/attribution-graphs-frontend,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1210,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-devcontainer-features,GH Repo: anthropics/devcontainer-features,,https://github.com/anthropics/devcontainer-features,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1211,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-claude-code,GH Repo: anthropics/claude-code,,https://github.com/anthropics/claude-code,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1212,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-rogue-deploy-eval,GH Repo: anthropics/rogue-deploy-eval,,https://github.com/anthropics/rogue-deploy-eval,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1213,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-anthropic-sdk-go,GH Repo: anthropics/anthropic-sdk-go,,https://github.com/anthropics/anthropic-sdk-go,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1214,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-prompt-eng-interactive-tutorial,GH Repo: anthropics/prompt-eng-interactive-tutorial,,https://github.com/anthropics/prompt-eng-interactive-tutorial,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1215,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-sleeper-agents-paper,GH Repo: anthropics/sleeper-agents-paper,,https://github.com/anthropics/sleeper-agents-paper,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1216,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-anthropic-retrieval-demo,GH Repo: anthropics/anthropic-retrieval-demo,,https://github.com/anthropics/anthropic-retrieval-demo,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1217,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-claude-cookbooks,GH Repo: anthropics/claude-cookbooks,,https://github.com/anthropics/claude-cookbooks,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1218,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-decompositionfaithfulnesspaper,GH Repo: anthropics/DecompositionFaithfulnessPaper,,https://github.com/anthropics/DecompositionFaithfulnessPaper,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1219,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-anthropic-sdk-typescript,GH Repo: anthropics/anthropic-sdk-typescript,,https://github.com/anthropics/anthropic-sdk-typescript,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1220,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-evals,GH Repo: anthropics/evals,,https://github.com/anthropics/evals,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1221,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-constitutionalharmlessnesspaper,GH Repo: anthropics/ConstitutionalHarmlessnessPaper,,https://github.com/anthropics/ConstitutionalHarmlessnessPaper,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1222,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-toy-models-of-superposition,GH Repo: anthropics/toy-models-of-superposition,,https://github.com/anthropics/toy-models-of-superposition,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1223,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-hh-rlhf,GH Repo: anthropics/hh-rlhf,,https://github.com/anthropics/hh-rlhf,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1224,open_source_repository,trm_anthropic,Anthropic,trm_gh-repo-anthropics-pysvelte,GH Repo: anthropics/PySvelte,,https://github.com/anthropics/PySvelte,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1225,open_source_repository,trm_meta,Meta,trm_gh-repo-meta-llama-llama-verifications,GH Repo: meta-llama/llama-verifications,,https://github.com/meta-llama/llama-verifications,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1226,open_source_repository,trm_meta,Meta,trm_gh-repo-meta-llama-prompt-ops,GH Repo: meta-llama/prompt-ops,,https://github.com/meta-llama/prompt-ops,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1227,open_source_repository,trm_meta,Meta,trm_gh-repo-meta-llama-llama-models,GH Repo: meta-llama/llama-models,,https://github.com/meta-llama/llama-models,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1228,open_source_repository,trm_meta,Meta,trm_gh-repo-meta-llama-purplellama,GH Repo: meta-llama/PurpleLlama,,https://github.com/meta-llama/PurpleLlama,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1229,open_source_repository,trm_meta,Meta,trm_gh-repo-meta-llama-codellama,GH Repo: meta-llama/codellama,,https://github.com/meta-llama/codellama,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1230,open_source_repository,trm_meta,Meta,trm_gh-repo-meta-llama-llama-cookbook,GH Repo: meta-llama/llama-cookbook,,https://github.com/meta-llama/llama-cookbook,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1231,open_source_repository,trm_meta,Meta,trm_gh-repo-meta-llama-llama,GH Repo: meta-llama/llama,,https://github.com/meta-llama/llama,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1232,open_source_repository,trm_xai,xAI,trm_gh-repo-xai-org-xai-proto,GH Repo: xai-org/xai-proto,,https://github.com/xai-org/xai-proto,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1233,open_source_repository,trm_xai,xAI,trm_gh-repo-xai-org-xai-sdk-python,GH Repo: xai-org/xai-sdk-python,,https://github.com/xai-org/xai-sdk-python,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1234,open_source_repository,trm_xai,xAI,trm_gh-repo-xai-org-grok-prompts,GH Repo: xai-org/grok-prompts,,https://github.com/xai-org/grok-prompts,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1235,open_source_repository,trm_xai,xAI,trm_gh-repo-xai-org-xai-cookbook,GH Repo: xai-org/xai-cookbook,,https://github.com/xai-org/xai-cookbook,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1236,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-flyte,GH Repo: mistralai/flyte,,https://github.com/mistralai/flyte,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1237,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-mistral-vibe,GH Repo: mistralai/mistral-vibe,,https://github.com/mistralai/mistral-vibe,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1238,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-agent-client-protocol,GH Repo: mistralai/agent-client-protocol,,https://github.com/mistralai/agent-client-protocol,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1239,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-llm-d-inference-scheduler-public,GH Repo: mistralai/llm-d-inference-scheduler-public,,https://github.com/mistralai/llm-d-inference-scheduler-public,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1240,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-llm-d-kv-cache-manager-public,GH Repo: mistralai/llm-d-kv-cache-manager-public,,https://github.com/mistralai/llm-d-kv-cache-manager-public,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1241,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-gateway-api-inference-extension-public,GH Repo: mistralai/gateway-api-inference-extension-public,,https://github.com/mistralai/gateway-api-inference-extension-public,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1242,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-mistral-evals,GH Repo: mistralai/mistral-evals,,https://github.com/mistralai/mistral-evals,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1243,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-client-ts,GH Repo: mistralai/client-ts,,https://github.com/mistralai/client-ts,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1244,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-sagemaker-docs,GH Repo: mistralai/sagemaker-docs,,https://github.com/mistralai/sagemaker-docs,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
R1245,open_source_repository,trm_mistral-ai,Mistral AI,trm_gh-repo-mistralai-mistral-common,GH Repo: mistralai/mistral-common,,https://github.com/mistralai/mistral-common,official_primary,candidate,2026-02-12,from_github_org_api; normalized_from_open_source_project
